0.50000000 	0.60000000 	0.70000000 	0.80000000 	0.90000000 	
0.10000000 	0.10000000 	0.10000000 	0.10000000 	0.10000000 	
0.14143277 	0.13865814 	0.13606932 	0.13365387 	0.13140017 	
0.14379985 	0.13967422 	0.14322429 	0.14574647 	0.13641442 	
0.13757405 	0.14235605 	0.14417979 	0.14260487 	0.14305032 	
0.14878227 	0.14326679 	0.14125262 	0.14348762 	0.14368728 	
0.14368692 	0.13919591 	0.14248202 	0.14059099 	0.14122676 	
0.13902245 	0.14128944 	0.14333588 	0.14166233 	0.14197983 	
0.14147448 	0.14251465 	0.14053764 	0.14238868 	0.14240859 	
0.14282498 	0.14339715 	0.14164260 	0.14279526 	0.14273209 	
0.14376030 	0.14036867 	0.14241209 	0.14326919 	0.14311726 	
0.14001767 	0.14163605 	0.14284764 	0.14151712 	0.14342210 	
0.14167915 	0.14250611 	0.14336272 	0.14206532 	0.14213134 	
0.14273703 	0.14321589 	0.14136634 	0.14241176 	0.14239253 	
0.14355327 	0.14373537 	0.14202488 	0.14269436 	0.14261144 	
0.14040068 	0.14129552 	0.14243632 	0.14304967 	0.14289041 	
0.14172690 	0.14210252 	0.14276774 	0.14334480 	0.14312843 	
0.14652776 	0.14562893 	0.14530476 	0.14437487 	0.14453148 	
0.14776100 	0.14674549 	0.14603767 	0.14523697 	0.14516260 	
0.14786700 	0.14759473 	0.14677946 	0.14577061 	0.14556662 	
0.14794325 	0.14770283 	0.14738476 	0.14633060 	0.14599845 	
0.14799867 	0.14778790 	0.14749075 	0.14680954 	0.14637773 	
0.14803934 	0.14785540 	0.14757939 	0.14722215 	0.14671294 	
0.14806946 	0.14790938 	0.14765399 	0.14731005 	0.14701090 	
0.14809193 	0.14795285 	0.14771718 	0.14738705 	0.14708664 	
0.14810884 	0.14798808 	0.14777099 	0.14745485 	0.14715485 	
0.14812163 	0.14801680 	0.14781705 	0.14751482 	0.14721650 	
0.14813139 	0.14804034 	0.14785667 	0.14756808 	0.14727244 	
0.14813887 	0.14805975 	0.14789091 	0.14761556 	0.14732337 	
0.14814464 	0.14807582 	0.14792061 	0.14765806 	0.14736990 	
0.14814912 	0.14808918 	0.14794649 	0.14769622 	0.14741252 	
0.14815260 	0.14810035 	0.14796911 	0.14773059 	0.14745168 	
0.14815533 	0.14810971 	0.14798895 	0.14776164 	0.14748776 	
0.14815748 	0.14811760 	0.14800641 	0.14778977 	0.14752106 	
0.14815918 	0.14812426 	0.14802182 	0.14781532 	0.14755189 	
0.14329284 	0.14471795 	0.14803547 	0.14615988 	0.14758049 	
0.14329667 	0.14454345 	0.14570195 	0.14463390 	0.14645850 	
0.14329977 	0.14439298 	0.14563133 	0.14455548 	0.14540659 	
0.14330229 	0.14426292 	0.14556754 	0.14448325 	0.14528010 	
0.14330434 	0.14415023 	0.14550979 	0.14441659 	0.14516138 	
0.14330602 	0.14405235 	0.14545741 	0.14435497 	0.14504979 	
0.14330740 	0.14396716 	0.14520524 	0.14429791 	0.14494474 	
0.14330853 	0.14389285 	0.14497637 	0.14424500 	0.14484573 	
0.14330946 	0.14382789 	0.14476833 	0.14419585 	0.14475229 	
0.14331023 	0.14377099 	0.14465860 	0.14415013 	0.14470137 	
0.14331087 	0.14372106 	0.14455866 	0.14410754 	0.14465322 	
0.14331140 	0.14367715 	0.14446752 	0.14406782 	0.14460764 	
0.14331184 	0.14363848 	0.14438427 	0.14403072 	0.14456445 	
0.14331221 	0.14360435 	0.14430812 	0.14399603 	0.14452347 	
0.14331251 	0.14357418 	0.14423838 	0.14396355 	0.14448455 	
0.14331277 	0.14354747 	0.14417441 	0.14393311 	0.14444756 	
0.14331299 	0.14352379 	0.14411567 	0.14390455 	0.14441237 	
0.14534796 	0.14350275 	0.14406167 	0.14449866 	0.14437885 	
0.14596827 	0.14483842 	0.14492118 	0.14505641 	0.14475753 	
0.14649330 	0.14437664 	0.14460596 	0.14483903 	0.14462034 	
0.14693893 	0.14559559 	0.14540719 	0.14463408 	0.14497939 	
0.14648092 	0.14597558 	0.14567321 	0.14516185 	0.14484038 	
0.14692039 	0.14631597 	0.14591929 	0.14472983 	0.14470741 	
0.14647295 	0.14662142 	0.14614720 	0.14453788 	0.14458012 	
0.14690600 	0.14635414 	0.14635854 	0.14504812 	0.14491832 	
0.14646807 	0.14665000 	0.14655473 	0.14484864 	0.14478929 	
0.14689462 	0.14638540 	0.14638509 	0.14465961 	0.14466552 	
0.14646536 	0.14667273 	0.14657528 	0.14514507 	0.14498667 	
0.14688544 	0.14641117 	0.14640820 	0.14474696 	0.14486145 	
0.14646417 	0.14669084 	0.14659289 	0.14456890 	0.14474112 	
0.14687789 	0.14643255 	0.14642841 	0.14503989 	0.14462541 	
0.14646406 	0.14670529 	0.14660803 	0.14485536 	0.14493000 	
0.14687157 	0.14645040 	0.14644615 	0.14467975 	0.14481289 	
0.14646469 	0.14671681 	0.14662108 	0.14512988 	0.14470009 	
0.14686617 	0.14646541 	0.14646177 	0.14476028 	0.14499092 	
0.14646583 	0.14672598 	0.14663235 	0.14459407 	0.14487693 	
0.14645257 	0.14669546 	0.14661755 	0.14490862 	0.14507540 	
0.14644111 	0.14666773 	0.14660370 	0.14520802 	0.14526659 	
0.14643117 	0.14664252 	0.14659074 	0.14549319 	0.14545089 	
0.14642256 	0.14661959 	0.14657858 	0.14576501 	0.14562863 	
0.14641509 	0.14659870 	0.14656718 	0.14608317 	0.14580013 	
0.14640860 	0.14657966 	0.14655648 	0.14609271 	0.14600348 	
0.14640296 	0.14656229 	0.14654644 	0.14610183 	0.14601134 	
0.14639804 	0.14654644 	0.14653700 	0.14611054 	0.14601893 	
0.14639376 	0.14653196 	0.14652812 	0.14611888 	0.14602628 	
0.14639003 	0.14651872 	0.14651978 	0.14612687 	0.14603339 	
0.14638677 	0.14650661 	0.14651192 	0.14613452 	0.14604027 	
0.14638392 	0.14649552 	0.14650452 	0.14614184 	0.14604694 	
0.14638143 	0.14648536 	0.14649755 	0.14614886 	0.14605339 	
0.14637925 	0.14647605 	0.14649097 	0.14615560 	0.14605964 	
0.14637734 	0.14646751 	0.14648477 	0.14616206 	0.14606571 	
0.14637566 	0.14645967 	0.14647892 	0.14616826 	0.14607159 	
0.14637419 	0.14645246 	0.14647339 	0.14617422 	0.14607729 	
0.14637290 	0.14644584 	0.14646817 	0.14617994 	0.14608283 	
0.14416123 	0.14469325 	0.14534846 	0.14561016 	0.14608820 	
0.14171566 	0.14309647 	0.14430113 	0.14506174 	0.14572979 	
