0.00000000 	 500.00000000 	 -5.00000000 
0.01000000 	 471.00000000 	 -3.50624989 
0.02000000 	 450.00000000 	 -1.61911205 
0.03000000 	 447.00000000 	 -0.57388305 
0.04000000 	 446.00000000 	 0.18241741 
0.05000000 	 452.00000000 	 0.41978245 
0.06000000 	 458.00000000 	 0.51063200 
0.07000000 	 464.00000000 	 0.49860106 
0.08000000 	 468.00000000 	 0.51751855 
0.09000000 	 480.00000000 	 0.06829503 
0.10000000 	 482.00000000 	 0.06639976 
0.11000000 	 486.00000000 	 -0.05688575 
0.12000000 	 488.00000000 	 -0.10038973 
0.13000000 	 492.00000000 	 -0.25775578 
0.14000000 	 494.00000000 	 -0.33037332 
0.15000000 	 494.00000000 	 -0.31025236 
0.16000000 	 494.00000000 	 -0.29138895 
0.17000000 	 497.00000000 	 -0.42499787 
0.18000000 	 497.00000000 	 -0.41663944 
0.19000000 	 496.00000000 	 -0.35836844 
0.20000000 	 496.00000000 	 -0.34832823 
0.21000000 	 496.00000000 	 -0.33876612 
0.22000000 	 496.00000000 	 -0.32963865 
0.23000000 	 495.00000000 	 -0.27045392 
0.24000000 	 495.00000000 	 -0.25998482 
0.25000000 	 497.00000000 	 -0.35074108 
0.26000000 	 498.00000000 	 -0.39520574 
0.27000000 	 498.00000000 	 -0.39149461 
0.28000000 	 498.00000000 	 -0.38791602 
0.29000000 	 498.00000000 	 -0.38446083 
0.30000000 	 500.00000000 	 -0.48132135 
0.31000000 	 500.00000000 	 -0.48132135 
0.32000000 	 500.00000000 	 -0.48132135 
0.33000000 	 497.00000000 	 -0.33086954 
0.34000000 	 497.00000000 	 -0.32644448 
0.35000000 	 497.00000000 	 -0.32214586 
0.36000000 	 497.00000000 	 -0.31796664 
0.37000000 	 497.00000000 	 -0.31390038 
0.38000000 	 497.00000000 	 -0.30994112 
0.39000000 	 497.00000000 	 -0.30608338 
0.40000000 	 497.00000000 	 -0.30232209 
0.41000000 	 496.00000000 	 -0.24830005 
0.42000000 	 495.00000000 	 -0.19306489 
0.43000000 	 497.00000000 	 -0.28802826 
0.44000000 	 497.00000000 	 -0.28460890 
