0.3900 	 0.2057 	 -0.3557 	 0.0310 	 0.1399 
0.3950 	 0.2236 	 -0.3512 	 0.0581 	 0.1406 
0.4000 	 0.2261 	 -0.3372 	 0.0822 	 0.1413 
0.4050 	 0.2120 	 -0.3151 	 0.1015 	 0.1420 
0.4100 	 0.1825 	 -0.2865 	 0.1150 	 0.1427 
0.4150 	 0.1409 	 -0.2539 	 0.1225 	 0.1436 
0.4200 	 0.0918 	 -0.2190 	 0.1248 	 0.1446 
0.4250 	 0.0397 	 -0.1834 	 0.1229 	 0.1457 
0.4300 	 -0.0112 	 -0.1482 	 0.1184 	 0.1469 
0.4350 	 -0.0573 	 -0.1149 	 0.1127 	 0.1481 
0.4400 	 -0.0955 	 -0.0849 	 0.1075 	 0.1492 
0.4450 	 -0.1232 	 -0.0602 	 0.1042 	 0.1502 
0.4500 	 -0.1386 	 -0.0427 	 0.1040 	 0.1511 
0.4550 	 -0.1410 	 -0.0334 	 0.1077 	 0.1520 
0.4600 	 -0.1311 	 -0.0322 	 0.1151 	 0.1531 
0.4650 	 -0.1110 	 -0.0378 	 0.1254 	 0.1544 
0.4700 	 -0.0831 	 -0.0477 	 0.1368 	 0.1558 
0.4750 	 -0.0502 	 -0.0591 	 0.1472 	 0.1575 
0.4800 	 -0.0147 	 -0.0689 	 0.1538 	 0.1592 
0.4850 	 0.0218 	 -0.0744 	 0.1542 	 0.1608 
0.4900 	 0.0582 	 -0.0738 	 0.1464 	 0.1621 
0.4950 	 0.0940 	 -0.0661 	 0.1295 	 0.1630 
0.5000 	 0.1285 	 -0.0516 	 0.1038 	 0.1634 
0.5050 	 0.1609 	 -0.0310 	 0.0711 	 0.1635 
0.5100 	 0.1894 	 -0.0063 	 0.0337 	 0.1631 
0.5150 	 0.2120 	 0.0206 	 -0.0061 	 0.1625 
0.5200 	 0.2261 	 0.0478 	 -0.0464 	 0.1616 
0.5250 	 0.2292 	 0.0736 	 -0.0857 	 0.1605 
0.5300 	 0.2193 	 0.0968 	 -0.1233 	 0.1591 
0.5350 	 0.1956 	 0.1167 	 -0.1587 	 0.1575 
0.5400 	 0.1581 	 0.1329 	 -0.1916 	 0.1559 
0.5450 	 0.1083 	 0.1457 	 -0.2215 	 0.1544 
0.5500 	 0.0485 	 0.1554 	 -0.2484 	 0.1530 
0.5550 	 -0.0184 	 0.1627 	 -0.2721 	 0.1518 
0.5600 	 -0.0892 	 0.1678 	 -0.2923 	 0.1507 
0.5650 	 -0.1608 	 0.1709 	 -0.3087 	 0.1497 
0.5700 	 -0.2302 	 0.1719 	 -0.3212 	 0.1489 
0.5750 	 -0.2947 	 0.1704 	 -0.3292 	 0.1481 
0.5800 	 -0.3517 	 0.1662 	 -0.3319 	 0.1476 
0.5850 	 -0.3986 	 0.1590 	 -0.3286 	 0.1475 
0.5900 	 -0.4329 	 0.1489 	 -0.3178 	 0.1475 
0.5950 	 -0.4531 	 0.1359 	 -0.2984 	 0.1478 
0.6000 	 -0.4582 	 0.1201 	 -0.2695 	 0.1481 
0.6050 	 -0.4487 	 0.1017 	 -0.2309 	 0.1485 
0.6100 	 -0.4259 	 0.0810 	 -0.1834 	 0.1488 
0.6150 	 -0.3921 	 0.0587 	 -0.1288 	 0.1490 
0.6200 	 -0.3503 	 0.0355 	 -0.0697 	 0.1490 
0.6250 	 -0.3033 	 0.0121 	 -0.0091 	 0.1486 
0.6300 	 -0.2550 	 -0.0109 	 0.0488 	 0.1478 
0.6350 	 -0.2098 	 -0.0331 	 0.0990 	 0.1466 
0.6400 	 -0.1728 	 -0.0542 	 0.1356 	 0.1450 
0.6450 	 -0.1483 	 -0.0741 	 0.1542 	 0.1433 
0.6500 	 -0.1380 	 -0.0936 	 0.1537 	 0.1415 
0.6550 	 -0.1403 	 -0.1130 	 0.1370 	 0.1399 
0.6600 	 -0.1514 	 -0.1328 	 0.1091 	 0.1386 
0.6650 	 -0.1669 	 -0.1525 	 0.0755 	 0.1375 
0.6700 	 -0.1830 	 -0.1717 	 0.0407 	 0.1366 
0.6750 	 -0.1964 	 -0.1898 	 0.0081 	 0.1360 
0.6800 	 -0.2046 	 -0.2064 	 -0.0199 	 0.1356 
0.6850 	 -0.2052 	 -0.2212 	 -0.0423 	 0.1355 
0.6900 	 -0.1967 	 -0.2341 	 -0.0585 	 0.1357 
0.6950 	 -0.1782 	 -0.2449 	 -0.0689 	 0.1363 
0.7000 	 -0.1500 	 -0.2535 	 -0.0743 	 0.1373 
0.7050 	 -0.1134 	 -0.2597 	 -0.0759 	 0.1387 
0.7100 	 -0.0701 	 -0.2632 	 -0.0747 	 0.1403 
0.7150 	 -0.0222 	 -0.2636 	 -0.0719 	 0.1420 
0.7200 	 0.0279 	 -0.2609 	 -0.0681 	 0.1438 
0.7250 	 0.0784 	 -0.2549 	 -0.0639 	 0.1456 
0.7300 	 0.1273 	 -0.2459 	 -0.0597 	 0.1472 
0.7350 	 0.1734 	 -0.2340 	 -0.0556 	 0.1487 
0.7400 	 0.2152 	 -0.2196 	 -0.0519 	 0.1497 
0.7450 	 0.2520 	 -0.2029 	 -0.0485 	 0.1502 
0.7500 	 0.2830 	 -0.1845 	 -0.0454 	 0.1501 
0.7550 	 0.3076 	 -0.1648 	 -0.0427 	 0.1493 
0.7600 	 0.3251 	 -0.1443 	 -0.0401 	 0.1482 
0.7650 	 0.3349 	 -0.1238 	 -0.0372 	 0.1470 
0.7700 	 0.3365 	 -0.1041 	 -0.0335 	 0.1459 
0.7750 	 0.3299 	 -0.0864 	 -0.0282 	 0.1453 
0.7800 	 0.3152 	 -0.0716 	 -0.0206 	 0.1452 
0.7850 	 0.2928 	 -0.0609 	 -0.0104 	 0.1457 
0.7900 	 0.2634 	 -0.0550 	 0.0025 	 0.1467 
0.7950 	 0.2282 	 -0.0545 	 0.0176 	 0.1479 
0.8000 	 0.1886 	 -0.0592 	 0.0338 	 0.1492 
0.8050 	 0.1460 	 -0.0687 	 0.0501 	 0.1503 
0.8100 	 0.1023 	 -0.0819 	 0.0651 	 0.1510 
0.8150 	 0.0590 	 -0.0971 	 0.0778 	 0.1515 
0.8200 	 0.0181 	 -0.1120 	 0.0879 	 0.1519 
0.8250 	 -0.0188 	 -0.1239 	 0.0951 	 0.1524 
0.8300 	 -0.0503 	 -0.1301 	 0.0994 	 0.1531 
0.8350 	 -0.0752 	 -0.1283 	 0.1009 	 0.1540 
0.8400 	 -0.0933 	 -0.1167 	 0.0999 	 0.1552 
0.8450 	 -0.1048 	 -0.0948 	 0.0967 	 0.1565 
0.8500 	 -0.1106 	 -0.0633 	 0.0915 	 0.1578 
0.8550 	 -0.1122 	 -0.0239 	 0.0849 	 0.1588 
0.8600 	 -0.1110 	 0.0212 	 0.0775 	 0.1593 
0.8650 	 -0.1082 	 0.0690 	 0.0701 	 0.1591 
0.8700 	 -0.1047 	 0.1172 	 0.0638 	 0.1583 
0.8750 	 -0.1014 	 0.1634 	 0.0597 	 0.1570 
0.8800 	 -0.0984 	 0.2055 	 0.0593 	 0.1556 
0.8850 	 -0.0959 	 0.2417 	 0.0639 	 0.1542 
0.8900 	 -0.0935 	 0.2703 	 0.0744 	 0.1531 
0.8950 	 -0.0907 	 0.2899 	 0.0909 	 0.1524 
0.9000 	 -0.0868 	 0.2994 	 0.1128 	 0.1520 
0.9050 	 -0.0814 	 0.2981 	 0.1379 	 0.1518 
0.9100 	 -0.0745 	 0.2855 	 0.1632 	 0.1518 
0.9150 	 -0.0664 	 0.2617 	 0.1847 	 0.1518 
0.9200 	 -0.0581 	 0.2277 	 0.1985 	 0.1517 
0.9250 	 -0.0509 	 0.1848 	 0.2018 	 0.1515 
0.9300 	 -0.0457 	 0.1354 	 0.1928 	 0.1511 
0.9350 	 -0.0433 	 0.0825 	 0.1714 	 0.1506 
0.9400 	 -0.0433 	 0.0290 	 0.1389 	 0.1501 
0.9450 	 -0.0453 	 -0.0220 	 0.0973 	 0.1494 
0.9500 	 -0.0483 	 -0.0681 	 0.0495 	 0.1486 
0.9550 	 -0.0517 	 -0.1072 	 -0.0015 	 0.1475 
0.9600 	 -0.0551 	 -0.1380 	 -0.0524 	 0.1462 
0.9650 	 -0.0586 	 -0.1595 	 -0.1007 	 0.1448 
0.9700 	 -0.0621 	 -0.1714 	 -0.1443 	 0.1433 
0.9750 	 -0.0659 	 -0.1741 	 -0.1818 	 0.1418 
0.9800 	 -0.0698 	 -0.1685 	 -0.2124 	 0.1405 
0.9850 	 -0.0740 	 -0.1561 	 -0.2357 	 0.1394 
0.9900 	 -0.0787 	 -0.1387 	 -0.2514 	 0.1385 
0.9950 	 -0.0841 	 -0.1188 	 -0.2596 	 0.1379 
1.0000 	 -0.0905 	 -0.0985 	 -0.2602 	 0.1375 
1.0050 	 -0.0984 	 -0.0802 	 -0.2531 	 0.1373 
1.0100 	 -0.1080 	 -0.0660 	 -0.2383 	 0.1372 
1.0150 	 -0.1199 	 -0.0574 	 -0.2162 	 0.1372 
1.0200 	 -0.1344 	 -0.0553 	 -0.1875 	 0.1372 
1.0250 	 -0.1517 	 -0.0601 	 -0.1534 	 0.1372 
1.0300 	 -0.1718 	 -0.0712 	 -0.1153 	 0.1373 
1.0350 	 -0.1943 	 -0.0874 	 -0.0751 	 0.1374 
1.0400 	 -0.2185 	 -0.1068 	 -0.0349 	 0.1374 
1.0450 	 -0.2435 	 -0.1268 	 0.0032 	 0.1372 
1.0500 	 -0.2680 	 -0.1446 	 0.0373 	 0.1368 
1.0550 	 -0.2906 	 -0.1571 	 0.0656 	 0.1364 
1.0600 	 -0.3098 	 -0.1616 	 0.0867 	 0.1360 
1.0650 	 -0.3241 	 -0.1559 	 0.1003 	 0.1359 
1.0700 	 -0.3322 	 -0.1387 	 0.1070 	 0.1361 
1.0750 	 -0.3336 	 -0.1106 	 0.1083 	 0.1366 
1.0800 	 -0.3282 	 -0.0731 	 0.1061 	 0.1372 
1.0850 	 -0.3167 	 -0.0291 	 0.1025 	 0.1381 
1.0900 	 -0.3000 	 0.0183 	 0.0992 	 0.1391 
1.0950 	 -0.2793 	 0.0659 	 0.0976 	 0.1405 
1.1000 	 -0.2556 	 0.1108 	 0.0985 	 0.1422 
1.1050 	 -0.2299 	 0.1507 	 0.1022 	 0.1442 
1.1100 	 -0.2031 	 0.1834 	 0.1086 	 0.1465 
1.1150 	 -0.1760 	 0.2073 	 0.1173 	 0.1492 
1.1200 	 -0.1495 	 0.2207 	 0.1273 	 0.1520 
1.1250 	 -0.1239 	 0.2227 	 0.1378 	 0.1550 
1.1300 	 -0.0993 	 0.2128 	 0.1477 	 0.1579 
1.1350 	 -0.0754 	 0.1914 	 0.1560 	 0.1605 
1.1400 	 -0.0518 	 0.1596 	 0.1617 	 0.1627 
1.1450 	 -0.0283 	 0.1192 	 0.1638 	 0.1645 
1.1500 	 -0.0052 	 0.0725 	 0.1616 	 0.1659 
1.1550 	 0.0171 	 0.0223 	 0.1543 	 0.1668 
1.1600 	 0.0373 	 -0.0287 	 0.1414 	 0.1672 
1.1650 	 0.0543 	 -0.0775 	 0.1226 	 0.1671 
1.1700 	 0.0667 	 -0.1215 	 0.0978 	 0.1663 
1.1750 	 0.0732 	 -0.1580 	 0.0674 	 0.1650 
1.1800 	 0.0732 	 -0.1850 	 0.0324 	 0.1633 
1.1850 	 0.0670 	 -0.2012 	 -0.0063 	 0.1613 
1.1900 	 0.0563 	 -0.2062 	 -0.0479 	 0.1594 
